,0
212,-0.7630013417012442
213,-0.5673981437529069
214,-1.10789010796059
215,-0.7304423696398582
216,-0.5924029994209983
217,-1.1150459210097297
218,-1.3815241446481492
219,-1.1064657603770625
220,-0.6631353441549568
221,-0.544597157608992
222,-1.3369917480443851
223,-0.5890268562964809
224,-0.7953052512653809
225,-0.5641450561131188
226,-0.5949063694534039
227,-0.5628148667919934
228,-0.5757702279054618
229,-0.6137543448544864
230,-0.7653347448068015
231,-0.5930176765227527
232,-0.5942036859181672
233,-0.6289749709874571
234,-0.5901894638816715
235,-0.6247230666740278
236,-0.7054529816175483
237,-0.5870827293489711
238,-1.6520249860141163
239,-0.5792562393487507
240,-0.5491869866079714
241,-0.6116197239127961
242,-0.5818087794832844
243,-0.6501204568059783
244,-0.734599632662382
245,-0.6288229548480141
246,-0.5807200008036536
247,-1.4643487441846004
248,-0.6309631733582196
249,-2.534309497821706
250,-0.7595127066141228
251,-0.7796399796528535
252,-0.6154714575317687
253,-0.5949515660725221
254,-0.5755929160893671
255,-0.5736026595410414
256,-0.5749558225551685
257,-0.899557518933749
258,-0.9439193047567269
259,-0.7723239907567818
260,-0.5847036076836515
261,-0.9626929299385034
262,-1.5146023519744067
263,-0.6423887068981097
264,-0.6766449697905147
265,-0.807271258144603
266,-0.6944611158963893
267,-0.6622928878820603
268,-0.8725722346759229
269,-0.6489299253040224
270,-0.6226579037765944
271,-0.6729108489815482
272,-0.5973406763763832
273,-0.6322913847980618
274,-0.6088845424233105
275,-0.7058078163155688
276,-0.6185804214845574
277,-0.6312909765481259
278,-0.6691858843334926
279,-0.6342133196652531
280,-0.7656456588506872
281,-0.6197632919494445
282,-0.6516364659012684
283,-0.6928245772859191
284,-0.6640673437415769
285,-0.6052729683987463
286,-2.5823310388128893
287,-1.013658589394971
288,-1.6455990211758071
289,-0.5451309700184293
290,-0.5770651508126663
291,-0.5858337595932556
292,-0.6007864122440253
293,-0.5456786548029023
294,-1.1041435648543927
295,-0.7564771156303467
296,-0.6676332322761885
297,-0.861429198575778
298,-0.8538767266629744
299,-0.7351426092804014
300,-0.8713212193877741
301,-0.5910311578449096
302,-1.9811922201939394
303,-0.6297241832586131
304,-0.761488089456234
305,-0.663056171899702
306,-0.6142132044956206
307,-0.6105380011577721
308,-0.629829676689469
309,-0.5712699649474566
310,-0.6192872319162414
311,-0.9797377353287082
312,-0.665177460548339
313,-0.8220182903160858
314,-1.1064085930000125
315,-0.571120278209352
316,-0.6227839659432799
317,-0.7519340531832119
318,-0.6221599744465005
319,-0.644336989692848
320,-0.6561230678186186
321,-0.8028863826161136
322,-0.6111406717870913
323,-0.5946820209518939
324,-0.6994415587279458
325,-0.7147824435923614
326,-1.459441495545744
327,-0.8976277293802769
328,-0.75655053504948
329,-0.5471003996428266
330,-0.8326991673943759
331,-0.9741191390375309
332,-0.6079935696942543
333,-1.3455200449989704
334,-0.6398579954211855
335,-0.5790892029220422
336,-1.1694478768854217
337,-0.5873497403264377
338,-0.6597279922390146
339,-0.7106280883203305
340,-0.6540543510746604
341,-1.0705941452271548
342,-0.7382076087178753
343,-0.5856474853150748
344,-0.7526289140169984
345,-0.6199024037460543
346,-0.7691169333279446
347,-0.6680422014205465
348,-0.987353732777235
349,-1.168690393644205
350,-0.7150892874935454
351,-1.0201032045017402
352,-0.9815930512192793
353,-0.8241263598220347
354,-0.7406220212731495
355,-0.6663509779455338
356,-0.7215293406640236
357,-0.7139457817773353
358,-0.695526471355026
359,-0.972938350460572
360,-0.6106434846935763
361,-0.560524619745997
362,-0.6758157918541673
363,-0.8900537041773724
364,-0.9467610485472011
365,-1.6692328711310696
366,-0.6579330292304029
367,-0.6649255241119378
368,-0.7567702605819863
369,-0.8394544004636487
370,-0.6391019566888284
371,-0.7111099444796336
372,-0.6775427510853079
373,-0.650010342123505
374,-0.6481219852305955
375,-1.050132393404111
376,-0.5997729344748266
377,-1.0478565750518636
378,-0.803188153830134
379,-0.6275863947746053
380,-0.6108930979146091
381,-1.1098590073588852
382,-0.669476676575078
383,-0.6902539645342051
384,-0.88911582714308
385,-0.6922290445779671
386,-0.878183749904463
387,-0.6716159702284173
388,-0.6540850994315367
389,-0.7043926146743252
390,-0.8976397078336958
391,-0.7151977438890456
392,-0.9506742329149444
393,-0.7229231854071472
394,-0.9447373800302172
395,-0.8552618985015827
396,-0.7863262183414331
397,-0.6524411006272756
398,-0.6301017522292233
399,-0.6936982721001365
400,-0.7625440851006426
401,-0.8542918160383566
402,-0.6554955032088373
403,-0.6843516401059122
404,-0.6133452918238599
405,-0.5895424917975391
406,-0.5748260035536408
407,-0.8539450720770739
408,-0.8562040690470316
409,-0.688664603232826
410,-0.580929877487801
411,-0.6161161326172219
412,-0.8374618414482459
413,-0.8379454132023265
414,-0.8060201271142167
415,-0.6882879070211657
416,-0.6854901538297533
417,-0.7544180426592043
418,-1.0262355819138664
419,-1.1176350898818566
420,-1.0607432258038791
421,-1.5846976785501539
422,-0.6983811942257379
423,-0.6246458297087079
424,-0.6399625188186915
425,-0.8704769565981393
426,-0.6072617076837025
427,-0.6942133886518361
428,-0.8142422279108869
429,-0.7572337049561544
430,-0.750548474973913
431,-0.7937142161654245
432,-0.6355998225618361
433,-0.7314496611000924
434,-0.6867080676583427
435,-1.2382220637722667
436,-0.9196817098003393
437,-1.0675006291358506
438,-0.8949360785057741
439,-0.6193240287070836
440,-0.8964726620997413
441,-0.9532377785228007
442,-0.8516796178472799
443,-0.8177891229026829
444,-0.5584531540247162
445,-0.9198139171887689
446,-0.8903412628451015
447,-0.9825460163634301
448,-1.1423192379388862
449,-1.0156348423245887
450,-0.747301026837712
451,-0.581087086349681
452,-0.5533622030764679
453,-0.7320970805384174
454,-0.6052914255710395
455,-0.7642384244416212
456,-1.061542957463517
457,-0.5525507002820934
458,-0.5771671951949986
459,-0.6761227053059985
460,-1.500884494543639
461,-1.1801021731225316
462,-0.585292022742813
463,-1.6562817519076782
464,-0.6382852537013979
465,-0.6386030887459132
466,-0.6018399082252688
467,-0.9408624070151242
468,-0.7281516096650734
469,-0.5815200780508847
470,-1.0051948504551291
471,-0.6292886047497867
472,-0.5988084221520686
473,-0.8547288820363637
474,-1.0186295634136977
475,-0.7733551736406304
476,-0.7345541363085952
477,-0.5827925331741921
478,-0.693308186941642
479,-0.6039533536585655
480,-0.6438258126044905
481,-0.5937102515856033
482,-0.7327259116945339
483,-0.6426425217861412
484,-0.7703050394142831
485,-0.6978352823435027
486,-0.6280192697592801
487,-0.5800522219454712
488,-0.7208046915708288
489,-0.637120753004871
490,-0.9405699593063305
491,-0.5943119881426346
492,-0.7116794952878072
493,-0.6154206706877152
494,-0.5501276355501687
495,-0.6840285612783609
496,-0.7143370697050255
497,-0.6474157692460524
498,-1.4653142776464223
499,-0.6595788139058739
500,-0.7057794929354015
501,-0.6612447446813511
502,-0.9572111333618188
503,-0.7028398152369096
504,-0.6290371163016318
505,-0.7445063459067136
506,-1.9414630382098836
507,-1.101963681102438
508,-0.7620825793459903
509,-0.6652408922281973
510,-0.6033922450360553
511,-0.7351500489337358
512,-0.6181296124240422
513,-1.3327373094006036
514,-0.6258869226806282
515,-0.6699809366364248
516,-0.7522607016821292
517,-0.8168677000412377
518,-0.791217311842873
519,-0.7113877528347833
520,-0.6746077467144821
521,-0.66293591844994
522,-0.6972257532876209
523,-0.6548346563795905
524,-1.0974648125336677
525,-1.342304354435498
526,-0.8182940248182458
527,-0.6708111804832823
528,-0.6898199483711024
529,-0.5793483554326897
530,-0.7047978581135791
531,-0.8924524338643781
532,-1.1646188848959556
533,-0.6437120338550313
534,-0.5916392383325303
535,-0.664867626580252
536,-0.8718914553404018
537,-0.6238477040526667
538,-1.0488006180764842
539,-0.6222637425081237
540,-0.6465202906604144
541,-0.8566720459906576
542,-0.6477027001329236
543,-0.7620274928487875
544,-1.3307609170495027
545,-0.5970168313594898
546,-0.6829364161365639
547,-0.67728906058436
548,-0.6613729802693483
549,-0.6528160166934112
550,-0.7459183809804143
551,-0.5664277442253572
552,-0.8730824260690477
553,-0.6436853884928911
554,-0.5478477438918506
555,-0.5832689362475523
556,-0.6922095968792671
557,-0.7345242783655723
558,-0.8085729873873208
559,-0.7218615301962686
560,-0.8936552781002465
561,-1.1592854069843115
562,-0.679695131466928
563,-0.7605672697823102
564,-0.6351934413026666
565,-1.1140292091357107
566,-0.7512151307315292
567,-0.7373363186979689
568,-0.6881523738703723
569,-0.6171504661444981
570,-0.6559358390595998
571,-0.772761553982475
572,-1.3350433283629455
573,-0.6713273440626447
574,-0.8329380830771659
575,-0.7095559229043376
576,-0.5796325742126152
577,-0.5691450605683339
578,-0.5917441261809435
579,-0.7343776999909715
580,-0.9731440288342493
581,-0.5756028418867121
582,-0.6155750364942669
583,-0.6753803879322491
584,-0.7525629774756306
585,-0.8932479098124622
586,-0.6690540550237973
587,-0.6481120464834222
588,-0.9699733643510512
589,-0.8369753245241169
590,-0.7523810427067259
591,-0.750380782846068
592,-0.8549697097269057
593,-0.6089456002500364
594,-0.6301187832388667
595,-0.8203599789476818
596,-0.7361249406631638
597,-0.574336419919251
598,-0.756106556294707
599,-0.6117672763215506
600,-0.8045906185490619
601,-0.6036123692142514
602,-0.6549098918247249
603,-0.667564286833075
604,-0.6626213937511738
605,-0.7143226958468276
606,-0.7814614526429136
607,-1.1102512504792827
608,-0.6021162330347907
609,-1.046334639801277
610,-0.7693829993789411
611,-1.9366633863726526
612,-0.7628605122664258
613,-0.6167373419239893
614,-1.1022868994210653
615,-1.1223426652999746
616,-1.1953377245766215
617,-0.653165376315145
618,-0.6807554128599526
619,-0.6013900015169926
620,-0.6169096291718066
621,-0.5642590825028824
622,-0.7275606010264932
623,-0.5671030765194746
624,-0.6740186186758145
625,-0.5999710213608276
626,-0.6706988820727273
627,-1.1649074151041023
628,-0.7009573702744529
629,-1.105316662432108
630,-0.6986558861662163
631,-0.9394304232337656
632,-0.9721521238192766
633,-0.9140016690056912
634,-1.0151410555630866
635,-0.8059241542337243
636,-0.6359393453084289
637,-0.6687679060905161
638,-0.76092489805299
639,-0.9261431322117545
640,-0.7865112161082269
641,-0.8737824661644011
642,-0.7606302987157707
643,-0.9400003120826957
644,-0.6996599280089056
645,-1.6512635024675595
646,-1.0983755415474032
647,-0.7104534361650708
648,-0.7928263413311095
649,-2.5017221241961662
650,-0.8486505487408291
651,-0.5761709770295709
652,-0.608467023291808
653,-0.9390432694321258
654,-1.6604389778426403
655,-0.8256672583279958
656,-0.5954805232971516
657,-0.7303917261791681
658,-1.0635444081570742
659,-0.6068406174251367
660,-1.2449258271564665
661,-0.5991008547540011
662,-0.6187761899744817
663,-0.8159835996390237
664,-0.7296620065463527
665,-0.8321717952345496
666,-0.6590016808106817
667,-0.7712345860707743
668,-0.7355916717359621
669,-0.7178599104794008
670,-0.7505624087206849
671,-0.7640226449565034
672,-0.5644080131068187
673,-0.8267616977557355
674,-0.7943249424336349
675,-0.8917428953739946
676,-0.8489615451291486
677,-0.7900198065044248
678,-0.7347250784053616
679,-0.6755577696595011
680,-0.8068423580875195
681,-0.7806410073164676
682,-0.658950410499671
683,-0.6592029057887415
684,-0.6264930782283875
685,-1.3310980937460837
686,-0.7223806794108276
687,-0.9144217124831068
688,-0.7511505851775919
689,-0.6011377308096796
690,-0.9722372208114495
691,-0.6790841735361174
692,-0.7107499864948128
693,-0.7511965526743645
694,-0.7692002188726702
695,-0.6925691844189955
696,-1.0467125092751568
697,-0.7653116869903347
698,-0.6109568374137446
699,-0.5872692926517556
700,-0.8890783838895935
701,-0.6409566514944004
702,-0.7689658399939413
703,-0.8677491847151655
704,-0.6767297710934269
705,-0.9162588557067952
706,-0.8115983043953148
707,-0.7811841106326801
708,-0.9740264655543904
709,-0.6120496321400625
710,-0.7203647681219428
711,-0.7136313860050227
712,-0.718325403137057
713,-0.6892980250322703
714,-0.7695939633384163
715,-0.86701724840071
716,-0.7696550205302178
717,-0.8276433160197524
718,-0.7419930168912919
719,-0.8193697640013327
720,-1.0974757120720107
721,-1.0475198247517068
722,-1.0964758433753228
723,-0.8314810259938755
724,-0.634754371731983
725,-0.8485776799920633
726,-0.6369813988495806
727,-0.665015504744997
728,-0.803004061985905
729,-0.8671496001012908
730,-0.6318654003730086
731,-0.7912378219865706
732,-0.7918019104481548
733,-0.6056025930749903
734,-0.6140718756442115
735,-0.649275760414531
736,-0.9009151090942417
737,-0.7942536826940066
738,-0.6596665198132943
739,-0.6493538917750469
740,-0.8059904545546848
741,-0.6622377317434461
742,-0.8231593954466273
743,-0.6266478586754324
744,-0.6063036794314625
745,-0.5712095098378366
746,-0.6016237632565334
747,-0.5602203162245942
748,-0.6574210832714931
749,-0.8937349885205457
750,-0.752723387151041
751,-0.667274528198376
752,-0.6970449847443994
753,-0.7718660662889812
754,-0.6601787043026965
755,-0.8328106994398283
756,-0.6595700103628476
757,-0.8272469154658486
758,-0.6038325412907736
759,-1.2329590640082666
760,-0.7518971891630066
761,-0.6641883047076117
762,-0.7391026607312255
763,-1.0469899718257627
764,-0.8051616957002667
765,-0.6889177273047642
766,-1.1603147560079607
767,-0.698567195348787
768,-0.8205509319145727
769,-0.9396861567304269
770,-0.8685870354896905
771,-0.731147763908928
772,-0.7033532124083257
773,-0.7587270881532934
774,-0.9129809860612391
775,-0.803315480666986
776,-0.7910895879446035
777,-0.7060496424831428
778,-0.9136369200646113
779,-0.6933572832180656
780,-0.6706716759014087
781,-0.6637329068576564
782,-0.7507295301999322
783,-0.7949889870233138
784,-1.3301627959589806
785,-0.8907845289940659
786,-0.6631586028547622
787,-0.8235644573687079
788,-0.8333017762995061
789,-0.6161971725718626
790,-0.8359296500403435
791,-0.6139305444757266
792,-0.8021079051649757
793,-2.1605925347238264
794,-2.1654000933294415
795,-2.5364628440972004
796,-0.9842456649636336
797,-0.7168071925096897
798,-1.0547148852397075
799,-0.8264588048632182
800,-1.1048834723477667
801,-0.6072094807991205
802,-0.7833954325514679
803,-0.6420836291046101
804,-0.6792315366909603
805,-0.6262346046379539
806,-0.8375876692360503
807,-0.7172946259116227
808,-1.488435990611594
809,-0.7730853963400653
810,-0.8184221769071347
811,-0.7764696109133633
812,-1.2393103603683362
813,-0.6402369656435671
814,-0.7422478956433862
815,-1.1607607521750647
816,-0.7786881752835103
817,-0.8370077513459737
818,-0.637051598759575
819,-0.6067242486915715
820,-0.7953745148575299
821,-0.6353932725827037
822,-0.8914547088597812
823,-0.661310363436419
824,-0.689684458964437
825,-0.7042348494892835
826,-0.6600339205725492
827,-0.586541724310621
828,-0.9410743668046719
829,-1.0095437295125043
830,-0.7221710025428656
831,-0.8930198856516539
832,-0.6381634874213078
833,-0.6748807472580445
834,-0.8498023772047425
835,-0.8091698708624082
836,-1.0979087548548296
837,-1.2367642938067211
838,-0.7600239498144833
839,-0.890125945400822
840,-0.8486588600164826
841,-1.1600736651915884
842,-0.5833627742775428
843,-0.5727522923204725
844,-0.6199271112846861
845,-0.7120115589404565
846,-0.692367924758632
847,-0.6110587012714069
848,-0.8491260663116323
849,-0.9424727104413891
850,-0.82093060216127
851,-0.6941766692319297
852,-0.8093429407357754
853,-0.7373465669567488
854,-0.8943825447821464
855,-0.7009289130732506
856,-0.8958363619648069
857,-0.7418459924909852
858,-0.7811660110859266
859,-0.6798404329686207
860,-0.7839538091650956
861,-0.7059842439304781
862,-1.9413908352095353
863,-0.7534627710507822
864,-0.7990974912143386
865,-1.1021560777939547
866,-0.7931724400415462
867,-0.7962662438194198
868,-0.9534929440570875
869,-1.1343759408408616
870,-1.6557780133458162
871,-0.7179385379499206
872,-0.5971488872707402
873,-0.6656312856054993
874,-1.1126426303951453
875,-0.7350789252156205
876,-0.6639688954415649
877,-0.6614236317346677
878,-1.3507959444421938
879,-1.0557612926536422
880,-1.2431993388215725
881,-0.9138731859300424
882,-0.8714821011336737
883,-0.6070801712010477
884,-1.0593943078722274
885,-0.9123608713932544
886,-0.8069951205212194
887,-1.026700636378214
888,-0.7035754210753832
889,-0.8029539441733684
890,-0.7087990174470866
891,-0.6831763847987876
892,-0.6886729887240178
893,-1.4744403598167055
894,-0.700563940330714
895,-0.7203338360273102
896,-0.8486457075877692
897,-0.7747516349479366
898,-1.4632412814877092
899,-0.7817527138866922
900,-0.7205078844527557
901,-0.7138694965271954
902,-0.6975706885312782
903,-0.6985264249017907
904,-1.0101571486638663
905,-0.9408338394493064
906,-0.75298343891947
907,-0.7647057761066057
908,-0.9694673220263601
909,-0.6983059117047089
910,-0.7428288297095575
911,-0.8700288301316789
912,-0.6692569167179085
913,-0.9444173269760034
914,-1.0541360495776935
915,-0.7103162148613823
916,-0.6385564690116139
917,-0.6740166002781428
918,-0.6921702646513991
919,-0.6774322113391507
920,-0.7603227855058757
921,-0.6807842081955245
922,-0.6741000569645106
923,-0.6153987731795607
924,-0.632125649583193
925,-0.7285696090012573
926,-0.8729017964016952
927,-1.3340679924427106
928,-0.9809340112231568
929,-0.6488009621672969
930,-0.6644196991397738
931,-0.671793149734485
932,-0.6585481341953628
933,-0.6602323678301687
934,-0.694950325496211
935,-0.6504765196246339
936,-0.6566968008698996
937,-0.6264951008430281
938,-0.724251493587677
939,-0.8190007831383282
940,-0.7067412267672664
941,-0.7151024899938971
942,-0.7374840768757811
943,-0.7062676128789013
944,-0.6808149287766293
945,-0.6976751928816283
946,-0.7493654215030398
947,-0.6367038799970336
948,-0.7603314848959573
949,-0.658610749191828
950,-0.8201867693603486
951,-0.6140542534466729
952,-0.6685109394011067
953,-0.690677987381573
954,-0.754562981479113
955,-0.8937061559466593
956,-1.5072665554007603
957,-0.7208020033866569
958,-0.9166468841968458
959,-0.7425337391879954
960,-0.6036893855044516
961,-0.7150868520306245
962,-0.6287515314473642
963,-0.9387119409041209
964,-0.6957154497958707
965,-0.661812991562309
966,-1.3320563125096407
967,-0.7533796689869725
968,-0.576651956690972
969,-1.104737423858088
970,-1.1099345268468228
971,-0.6451811463998128
972,-0.6273972061512489
973,-0.8885168284926066
974,-0.6709998864619632
975,-0.8332346947186752
976,-0.7726349013387503
977,-1.2526859095166443
978,-0.8517792592532939
979,-1.6447306930264063
980,-0.939179997117724
981,-0.6878742148040842
982,-0.870406254869337
983,-0.742211045227445
984,-1.3313176258515067
985,-1.0138863290802487
986,-0.64489561778312
987,-0.7361493296896949
988,-0.779579958103591
989,-2.4997804243213735
990,-0.7956501456436367
991,-0.8210707396265882
992,-0.6763807726521438
993,-1.4692146299778641
994,-0.6935863862508238
995,-0.8904980656420256
996,-0.7214342015903257
997,-0.6846621662044107
998,-0.7270665214021056
999,-0.77272349699789
1000,-0.7800905747178144
1001,-0.6841703666323155
1002,-1.1097365330409465
1003,-0.7928367223739045
1004,-0.817538603300156
1005,-0.8499415379413761
1006,-1.0568721322007661
1007,-0.6392503176666121
1008,-0.6573735674406903
1009,-0.8176350779075917
1010,-2.499780424321373
1011,-0.6497606268939016
1012,-0.7985473458166756
1013,-0.9391672127852974
1014,-0.7376216391164827
1015,-0.7129614157151977
1016,-0.944683722752441
1017,-0.7922563869487009
1018,-0.7307046812157585
1019,-0.891499687104094
1020,-0.7511471851701849
1021,-0.6477832698364446
1022,-0.7228176273055126
1023,-1.0223079188717465
1024,-1.34163500435493
1025,-0.652596665521338
1026,-0.7818647043802324
1027,-0.6179340743719273
1028,-0.6676402431454787
1029,-0.7448977174432151
1030,-0.6080676048522234
1031,-0.8919232807758867
1032,-0.6590753750993565
1033,-0.7215891893526666
1034,-0.7716056538479863
1035,-0.8706474325106593
1036,-0.654496240464196
1037,-0.9143868189056426
1038,-0.8740989167175659
1039,-0.6693228757178411
1040,-0.8961634324666997
1041,-0.8050960278596683
1042,-0.8183600493096175
1043,-1.1042025108225952
1044,-0.9131332606492821
1045,-0.8227569514728519
1046,-0.6552443724065597
1047,-0.8165862235440409
1048,-0.7950004656644226
1049,-1.0120698474877943
1050,-0.7147906662490456
1051,-0.6235544467496678
1052,-0.9180682710145176
1053,-0.6877726130489502
1054,-0.8242088341027173
1055,-0.8902274478290862
1056,-0.8420182861673937
1057,-0.6423573681361033
1058,-0.6496815130347025
1059,-1.158522966658946
1060,-0.7280738611034843
1061,-0.6835744915568529
1062,-0.723951827130957
1063,-1.1203854134438331
1064,-1.1042076300549817
1065,-0.6976136693551951
1066,-0.6437996876394614
1067,-0.7440637099964986
1068,-0.7349718643839486
1069,-0.672122528104812
1070,-0.7664339793294838
1071,-1.2352525908266903
1072,-0.7497224882693422
1073,-1.3441033644277083
1074,-0.896444564817637
1075,-0.8730610826995231
1076,-0.6788522209821645
1077,-0.8398408761700926
1078,-0.6011504425195855
1079,-1.1574309815149804
1080,-0.9225098937857268
1081,-0.7034888540605866
1082,-1.1090520833966466
1083,-0.8095334459403147
1084,-0.9016785817256718
1085,-0.811802767592501
1086,-0.6975124401374234
1087,-0.7413154876810788
1088,-1.3371658128348323
1089,-1.3352419216760751
1090,-0.7365603312341624
1091,-0.7199928804998696
1092,-0.9670091421989038
1093,-1.3461464933936262
1094,-2.6609033487125946
1095,-0.980965737802072
1096,-0.7025555428264761
1097,-0.627172612666362
1098,-0.7942718805957428
1099,-0.6805177562163742
1100,-0.6627377941795968
1101,-0.8293863836904196
1102,-1.2480491400964038
1103,-0.9159111865003933
1104,-0.7122338507690485
1105,-0.8065251440433525
1106,-0.7113617791299983
1107,-0.8910388437835085
1108,-1.1568544838544663
1109,-1.9664493236497407
1110,-1.694172262674424
1111,-0.9155565437911691
1112,-1.3437562493965782
1113,-1.0997479239294534
1114,-0.7468994137522587
1115,-0.6720141175916907
1116,-1.0112522187181017
1117,-0.7844565590983832
1118,-0.8856499493020236
1119,-0.6472732877164634
1120,-0.8234783481366684
1121,-1.1052839400703771
1122,-0.7748081958895751
1123,-0.9235685102872186
1124,-0.8090421845510464
1125,-0.9055707702435947
1126,-0.8304067953074893
1127,-0.6898791420639029
1128,-0.815604647425251
1129,-2.5169899648357714
1130,-0.8205076884288316
1131,-1.174660778780007
1132,-0.8977682662691728
1133,-0.7954610326433498
1134,-2.0267142214376532
1135,-1.0083277554316015
1136,-1.0147721316251381
1137,-0.7200357029908135
1138,-0.8126871191886997
1139,-1.6672947325148026
1140,-0.6399768617196953
1141,-1.114822211864873
1142,-1.0848818725909675
1143,-1.055436080984235
1144,-1.1137466362308182
1145,-0.7008969596604032
1146,-0.9282516529953789
1147,-0.9838777611495043
1148,-0.8810076296438306
1149,-2.5183549645901717
1150,-0.8025805271061996
1151,-0.9795099264389939
1152,-1.0013665867743735
1153,-1.6818776154437207
1154,-0.9752756328222433
1155,-1.9472677677031658
1156,-1.3507755092718958
1157,-0.9554136082721991
1158,-1.6665362090946296
1159,-0.9438796880014007
1160,-0.7539255086605027
1161,-0.9821323684858997
1162,-1.0174807064527502
1163,-1.0131257181520312
